OBJECTID	NAMOBJ	REMARK	x	y
3542	Poskesdes Ungkea	Puskesmas/Puskesmas Pembantu	121.524779429	-2.11723324299999
3543	Pos Yandu Puntari Makmur	Puskesmas/Puskesmas Pembantu	121.65548828	-2.23711344999998
3544	Polindes Laantula Jaya	Puskesmas/Puskesmas Pembantu	121.625819196	-2.21633757199999
3545	Puskesmas Bohonsuai Desa Parilangke	Puskesmas/Puskesmas Pembantu	121.736582821	-2.22335617900001
3546	Pos Yandu Bahosuai	Puskesmas/Puskesmas Pembantu	121.730302956	-2.21746250000001
3547	Puskesdes Atananga	Puskesmas/Puskesmas Pembantu	121.692861656	-2.21988991199999
3548	Poskesdes Pebotoa	Puskesmas/Puskesmas Pembantu	121.703290651	-2.189544619
3549	Polindes Beringin Jaya Satu	Puskesmas/Puskesmas Pembantu	121.702093724	-2.24246498299999
3550	Puskesdes Umbele	Puskesmas/Puskesmas Pembantu	121.666895598	-2.20970937499999
3551	Pustu Lambelu	Puskesmas/Puskesmas Pembantu	121.693882127	-2.23522178399998
3552	Polindes Limbo Makmur	Puskesmas/Puskesmas Pembantu	121.693399088	-2.25267784200003
3553	Puskesmas Marga Mulya	Puskesmas/Puskesmas Pembantu	121.745500862	-2.26707830200002
3554	Pustu Nambo	Puskesmas/Puskesmas Pembantu	122.013375421	-2.64347454799997
3555	 	Puskesmas/Puskesmas Pembantu	122.019475704	-2.65272420500003
3556	 	Puskesmas/Puskesmas Pembantu	122.007865109	-2.71722922399999
3557	Polindes Tofuti	Puskesmas/Puskesmas Pembantu	121.975433469	-2.55625238200003
3558	Polindes Tudua	Puskesmas/Puskesmas Pembantu	121.985722316	-2.591059438
3559	Polindes Bahontobungku	Puskesmas/Puskesmas Pembantu	121.980181565	-2.56868496700002
3560	Polindes Tofuti	Puskesmas/Puskesmas Pembantu	121.976409517	-2.56169866699997
3561	Poskesdes Desa Sakita	Puskesmas/Puskesmas Pembantu	121.966572958	-2.55780109699998
3562	Pustu Lahuafu	Puskesmas/Puskesmas Pembantu	121.994517839	-2.61511908199998
3563	PUSKESDES Agroestate	Puskesmas/Puskesmas Pembantu	122.290234028	-1.39384541700002
3564	PUSKESDES ArgaKencana	Puskesmas/Puskesmas Pembantu	122.35756906	-1.39298734099998
3565	PUSKESDES Bina Tani	Puskesmas/Puskesmas Pembantu	122.297027925	-1.39910352800001
3566	PUSKESDES Samalore	Puskesmas/Puskesmas Pembantu	122.341591027	-1.37828208100001
3567	PUSKESDES Benteng	Puskesmas/Puskesmas Pembantu	122.331704879	-1.40506641500002
3568	PUSKESDES Tanahabang	Puskesmas/Puskesmas Pembantu	122.326854256	-1.45531903900002
3569	PUSKESMAS Toili II	Puskesmas/Puskesmas Pembantu	122.327777042	-1.46568675200001
3570	PUSKESMAS Toili II	Puskesmas/Puskesmas Pembantu	122.327651298	-1.465342943
3571	Puskesmas Pembantu Tolisu	Puskesmas/Puskesmas Pembantu	122.28835074	-1.43856197399998
3572	Puskesmas Pembantu Cendanapura	Puskesmas/Puskesmas Pembantu	122.347329167	-1.46254433299998
3573	Puskesmas Pembantu Rusakencana	Puskesmas/Puskesmas Pembantu	122.337489689	-1.45040987800002
3574	Puskesmas Pembantu Sentralsari	Puskesmas/Puskesmas Pembantu	122.361673127	-1.47177610699998
3575	Puskesmas Pembantu Bukitjaya	Puskesmas/Puskesmas Pembantu	122.24974136	-1.445804802
3576	Puskesmas Pembantu Bumiharapan	Puskesmas/Puskesmas Pembantu	122.21014611	-1.496080167
3577	Puskesmas Pembantu Piondo	Puskesmas/Puskesmas Pembantu	122.245484328	-1.46184276700001
3578	Puskesmas Pembantu Uwelolu	Puskesmas/Puskesmas Pembantu	122.246076879	-1.49064691500001
3579	PUSKESDES Uepakato	Puskesmas/Puskesmas Pembantu	121.857900719	-1.45166474899997
3580	POLINDES Dongin	Puskesmas/Puskesmas Pembantu	122.281005743	-1.55242840099999
3581	PUSKESDES Pandanwangi	Puskesmas/Puskesmas Pembantu	122.300024465	-1.53320181599997
3582	Puskesmas Pembantu Kamiwangi	Puskesmas/Puskesmas Pembantu	122.256186453	-1.55203981
3583	Puskesmas Pembantu Tohiti sari	Puskesmas/Puskesmas Pembantu	122.309422737	-1.51917362799998
3584	PUSKESMAS Pasirlamba	Puskesmas/Puskesmas Pembantu	122.167288538	-1.56232828399999
3585	PUSKESMAS Toili III	Puskesmas/Puskesmas Pembantu	122.231695655	-1.53847944900002
3586	Puskesmas Pembantu Bukitmakarti	Puskesmas/Puskesmas Pembantu	122.220253599	-1.51037713099998
3587	POLINDES Makapa	Puskesmas/Puskesmas Pembantu	122.220582843	-1.54461790300002
3588	PUSKESDES Mekarsari	Puskesmas/Puskesmas Pembantu	122.217451928	-1.52730193500003
3589	PUSKESDES Mentawa	Puskesmas/Puskesmas Pembantu	122.196346973	-1.57144029900002
3590	PUSKESDES Rata	Puskesmas/Puskesmas Pembantu	122.13111535	-1.60825014099998
3591	PUSKESMAS Gunungkeramat	Puskesmas/Puskesmas Pembantu	122.117531664	-1.58951871599999
3592	PUSKESDES Tambale	Puskesmas/Puskesmas Pembantu	121.989576011	-1.621979463
3593	POLINDES Solubiro	Puskesmas/Puskesmas Pembantu	121.756048111	-1.57020106599998
3594	PUSKESDES Kolo Bawah	Puskesmas/Puskesmas Pembantu	121.891954088	-1.69342397700001
3595	PUSKESDES Momo	Puskesmas/Puskesmas Pembantu	121.921547761	-1.65712258600001
3596	PUSKESDES Tananagaya	Puskesmas/Puskesmas Pembantu	121.958336021	-1.64649556400002
3597	PUSKESDES Tanasumpu	Puskesmas/Puskesmas Pembantu	121.975628335	-1.63365051800002
3598	Puskesmas Pembantu Tananagaya	Puskesmas/Puskesmas Pembantu	121.957095572	-1.64644968300001
3599	Puskesmas Pembantu Tanasumpu	Puskesmas/Puskesmas Pembantu	121.974405483	-1.63435546199997
3600	PUSKESDES Tanakuraya	Puskesmas/Puskesmas Pembantu	121.759849583	-1.73050074899999
3601	PUSKESDES Tirongan Atas	Puskesmas/Puskesmas Pembantu	121.764359339	-1.748277363
3602	PUSKESDES Kolo Atas	Puskesmas/Puskesmas Pembantu	121.856570563	-1.66802183900001
3603	PUSKESDES Ueruru	Puskesmas/Puskesmas Pembantu	121.82195128	-1.71910730799999
3604	PUSKESDES Opo	Puskesmas/Puskesmas Pembantu	121.765284002	-1.73629319299999
3605	PUSKESDES Siliti	Puskesmas/Puskesmas Pembantu	121.807392352	-1.72875855400002
3606	Puskesmas Pembantu Lemo	Puskesmas/Puskesmas Pembantu	121.755139134	-1.703290025
3607	IGD Baturube	Puskesmas/Puskesmas Pembantu	121.792412159	-1.77831677500001
3608	PUSKESDES Uewaju	Puskesmas/Puskesmas Pembantu	121.789980905	-1.78477344499998
3609	PUSKESDES Kalombang	Puskesmas/Puskesmas Pembantu	121.78248361	-1.75788620899999
3610	PUSKESMAS Baturube	Puskesmas/Puskesmas Pembantu	121.792385074	-1.77849766200001
3611	PUSKESDES Posangke	Puskesmas/Puskesmas Pembantu	121.713662113	-1.77573971200002
3612	PUSKESDES Taronggo	Puskesmas/Puskesmas Pembantu	121.675887271	-1.75650172000002
3613	PUSKESDES Tokala Atas	Puskesmas/Puskesmas Pembantu	121.73952551	-1.78513733099999
3614	PUSKESDES Woomparigi	Puskesmas/Puskesmas Pembantu	121.738462289	-1.76233409399998
3615	PUSKESDES Uemasi	Puskesmas/Puskesmas Pembantu	121.717733304	-1.75052523400001
3616	PUSKESMAS Matube	Puskesmas/Puskesmas Pembantu	121.548271601	-1.93372893999998
3617	POLINDES Tanauge	Puskesmas/Puskesmas Pembantu	121.419979758	-1.95897236399998
3618	PUSKESDES Koya	Puskesmas/Puskesmas Pembantu	121.376767301	-1.98272441300003
3619	PUSKESDES Tokonanaka	Puskesmas/Puskesmas Pembantu	121.483468562	-1.93682830300003
3620	PUSKESMAS Gililana	Puskesmas/Puskesmas Pembantu	121.3820417	-1.92835053099998
3621	POLINDES Ganda-Ganda	Puskesmas/Puskesmas Pembantu	121.344825956	-1.95189976500001
3622	Puskesdes Desa Bungintende			
NA	"GI0020"""	NA		
3623	Puskesdes Desa Wereea	Puskesmas/Puskesmas Pembantu	122.35340595	-3.12053057999998
3624	Pustu Desa Sainoa			
NA	"GI0020"""	NA		
3625	Pustu Desa Sambalagi	Puskesmas/Puskesmas Pembantu	122.32772573	-3.08546875000002
3626	Puskesdes Desa Pulau Dua			
NA	"GI0020"""	NA		
3627	Pustu Desa Umbele			
NA	"GI0020"""	NA		
3628	Puskesmas Kaleroang	Puskesmas/Puskesmas Pembantu	122.38162925	-3.05367057000001
3629	Puskesmas Desa Paku	Puskesmas/Puskesmas Pembantu	122.41093322	-3.03582490999997
3630	Puskesdes Desa Bakala			
NA	"GI0020"""	NA		
3631	Puskesdes Desa Pulau Bapa			
NA	"GI0020"""	NA		
3632	Puskesdes Desa Pado-Pado			
NA	"GI0020"""	NA		
3633	Lafeu	Puskesmas/Puskesmas Pembantu	122.27201382	-2.99227573000002
3634	Pustu Desa Lafeu			
NA	"GI0020"""	NA		
3635	Pustu Desa Oneete			
NA	"GI0020"""	NA		
3636	Pustu Desa Tangofa			
NA	"GI0020"""	NA		
3637	Pustu Desa Bete-Bete			
NA	"GI0020"""	NA		
3638	Pustu Desa Padabaho			
NA	"GI0020"""	NA		
3639	Pustu Desa Mekartijaya			
NA	"GI0020"""	NA		
3640	Puskesdes Desa Labota			
NA	"GI0020"""	NA		
3641	Pustu Desa Bahomakmur			
NA	"GI0020"""	NA		
3642	Puskesdes Desa Fatufia			
NA	"GI0020"""	NA		
3643	Puskesmas Kecamatan Bahodopi	Puskesmas/Puskesmas Pembantu	122.13016042	-2.79981021999998
3644	Pustu Desa Lalampu			
NA	"GI0020"""	NA		
3645	Pustu Desa Siumbatu			
NA	"GI0020"""	NA		
3646	Pustu Desa Le-Le	Puskesmas/Puskesmas Pembantu	122.03195645	-2.75312888000002
3647	Pustu Desa Bahomoahi			
NA	"GI0020"""	NA		
3648	Pustu Desa Ululere			
NA	"GI0020"""	NA		
3649	 	Puskesmas/Puskesmas Pembantu	121.083673418	-1.96919864799997
3650	 	Puskesmas/Puskesmas Pembantu	121.053360906	-1.91399827700002
3651	 	Puskesmas/Puskesmas Pembantu	121.052327698	-1.89779389900002
3652	 	Puskesmas/Puskesmas Pembantu	121.296896164	-1.77033644900001
3653	 	Puskesmas/Puskesmas Pembantu	121.296740072	-1.75420321600001
3654	 	Puskesmas/Puskesmas Pembantu	121.324397262	-1.73935204600002
3655	 	Puskesmas/Puskesmas Pembantu	121.092971348	-1.73745818999998
3656	 	Puskesmas/Puskesmas Pembantu	121.305832765	-1.72636733799999
3657	 	Puskesmas/Puskesmas Pembantu	121.109274826	-1.72529472899998
3658	 	Puskesmas/Puskesmas Pembantu	121.280580579	-1.66448040300003
3659	 	Puskesmas/Puskesmas Pembantu	121.1506242	-1.663340264
3660	 	Puskesmas/Puskesmas Pembantu	121.150480461	-1.66330395799997
3661	 	Puskesmas/Puskesmas Pembantu	121.17489036	-1.60886309
3662	 	Puskesmas/Puskesmas Pembantu	121.160037862	-1.59793530100001
3663	 	Puskesmas/Puskesmas Pembantu	121.180590353	-1.55377128800001
3664	 	Puskesmas/Puskesmas Pembantu	121.187672078	-1.53117066900001
3665	 	Puskesmas/Puskesmas Pembantu	120.764761734	-1.48064022099999
3666	 	Puskesmas/Puskesmas Pembantu	120.765257618	-1.46075198599999
3667	 	Puskesmas/Puskesmas Pembantu	121.093308354	-1.45995317500001
3668	 	Puskesmas/Puskesmas Pembantu	121.076180975	-1.45258723900002
3669	 	Puskesmas/Puskesmas Pembantu	121.054067201	-1.44558774900003
3670	 	Puskesmas/Puskesmas Pembantu	121.098676454	-1.44410669199999
3671	 	Puskesmas/Puskesmas Pembantu	121.098670884	-1.439992464
3672	 	Puskesmas/Puskesmas Pembantu	120.772842439	-1.43896320099998
3673	 	Puskesmas/Puskesmas Pembantu	120.79421278	-1.43869480799998
3674	 	Puskesmas/Puskesmas Pembantu	121.037282445	-1.43746260500001
3675	 	Puskesmas/Puskesmas Pembantu	121.027300316	-1.427724899
3676	 	Puskesmas/Puskesmas Pembantu	121.119827	-1.42401100000001
3677	 	Puskesmas/Puskesmas Pembantu	121.024465133	-1.42325577499997
3678	 	Puskesmas/Puskesmas Pembantu	120.918341057	-1.42104615900001
3679	 	Puskesmas/Puskesmas Pembantu	120.943299037	-1.419305592
3680	 	Puskesmas/Puskesmas Pembantu	121.006250069	-1.41783302900001
3681	 	Puskesmas/Puskesmas Pembantu	120.884998969	-1.41618774199998
3682	 	Puskesmas/Puskesmas Pembantu	120.896183458	-1.41594483699998
3683	 	Puskesmas/Puskesmas Pembantu	120.962321931	-1.41431354899998
3684	 	Puskesmas/Puskesmas Pembantu	120.756958186	-1.414104823
3685	 	Puskesmas/Puskesmas Pembantu	120.750307741	-1.40827642400001
3686	 	Puskesmas/Puskesmas Pembantu	120.850304439	-1.40788322700001
3687	 	Puskesmas/Puskesmas Pembantu	120.978743694	-1.40461732799997
3688	 	Puskesmas/Puskesmas Pembantu	120.98293084	-1.40381626499999
3689	 	Puskesmas/Puskesmas Pembantu	120.834599401	-1.40105186099998
3690	 	Puskesmas/Puskesmas Pembantu	120.752599663	-1.398712789
3691	 	Puskesmas/Puskesmas Pembantu	121.149002	-1.385176
3692	 	Puskesmas/Puskesmas Pembantu	120.778489974	-1.37529705399999
3693	 	Puskesmas/Puskesmas Pembantu	121.162591	-1.37184200000002
3694	 	Puskesmas/Puskesmas Pembantu	121.170121	-1.33800200000002
3695	 	Puskesmas/Puskesmas Pembantu	121.176699	-1.33346
3696	 	Puskesmas/Puskesmas Pembantu	121.181848	-1.31540200000001
3697	 	Puskesmas/Puskesmas Pembantu	121.281876	-1.15018500000002
3698	 	Puskesmas/Puskesmas Pembantu	121.518354	-1.13313099999999
3699	PosKesDes Biga	Puskesmas/Puskesmas Pembantu	122.301273525	-0.244440101000009
3700	PosKesDes Malopo	Puskesmas/Puskesmas Pembantu	122.283184496	-0.243145477999974
3701	PusKesMas Popolii	Puskesmas/Puskesmas Pembantu	122.195831748	-0.235405839000009
3702	PosKesDes Pasokan	Puskesmas/Puskesmas Pembantu	122.346264272	-0.302630877000013
3703	PosKesDes Kondongan	Puskesmas/Puskesmas Pembantu	122.371209623	-0.31342515
3704	PosKesDes Salinggoha	Puskesmas/Puskesmas Pembantu	122.271842786	-0.265299932000005
3705	Pustu Kotogop	Puskesmas/Puskesmas Pembantu	122.370671088	-0.302415208000014
3706	PosKesDes Kolami	Puskesmas/Puskesmas Pembantu	122.227810005	-0.281725660000006
3707	PosKesDes Luok	Puskesmas/Puskesmas Pembantu	122.154045993	-0.257467323000014
3708	PosKesDes Tigapulau	Puskesmas/Puskesmas Pembantu	122.15251788	-0.265201821000005
3709	PosKesDes Tutung	Puskesmas/Puskesmas Pembantu	122.203404704	-0.271302518000027
3710	PusKesMas Dolong B	Puskesmas/Puskesmas Pembantu	122.213478573	-0.262148169999989
3711	PusKesMas RB	Puskesmas/Puskesmas Pembantu	122.213307871	-0.261641558000008
3712	PusKesMas Malengge	Puskesmas/Puskesmas Pembantu	122.056010676	-0.270351053000013
3713	Pustu Bangkagi	Puskesmas/Puskesmas Pembantu	122.009356736	-0.373109296999985
3714	PosKesDes Tumotok	Puskesmas/Puskesmas Pembantu	122.076545632	-0.343038282000009
3715	PosKesDes Kalia	Puskesmas/Puskesmas Pembantu	122.095785263	-0.330827794000015
3716	PosKesDes Pautu	Puskesmas/Puskesmas Pembantu	122.138355764	-0.377637062000019
3717	PosKesDes Benteng	Puskesmas/Puskesmas Pembantu	122.005399696	-0.402128215000005
3718	PosKesDes Kabalutan	Puskesmas/Puskesmas Pembantu	122.061188859	-0.426930189000018
3719	PosKesDes Una-una	Puskesmas/Puskesmas Pembantu	121.652297833	-0.138059735000013
3720	PosKesDes Matobiai	Puskesmas/Puskesmas Pembantu	121.946971222	-0.366353856999979
3721	Pustu Baulu	Puskesmas/Puskesmas Pembantu	121.978203657	-0.374896791000026
3722	Pustu Dusun Dua	Puskesmas/Puskesmas Pembantu	121.950632878	-0.324463267999988
3723	PosKesDes Tobil	Puskesmas/Puskesmas Pembantu	121.870344141	-0.370659182999987
3724	PosKesDes Tobil	Puskesmas/Puskesmas Pembantu	121.868529425	-0.368379474999983
3725	PosKesDes Pulau	Puskesmas/Puskesmas Pembantu	121.980667737	-0.430701038999985
3726	PusKesMas Dusun Empat	Puskesmas/Puskesmas Pembantu	121.968674677	-0.410500069000022
3727	Pustu Beko	Puskesmas/Puskesmas Pembantu	121.950687146	-0.399534225000025
3728	Pustu Bungayo	Puskesmas/Puskesmas Pembantu	121.99976388	-0.417026153999984
3729	Pustu Danda	Puskesmas/Puskesmas Pembantu	121.920187457	-0.423564649000014
3730	Pustu Langer	Puskesmas/Puskesmas Pembantu	121.964525729	-0.391765631999988
3731	PosKesDes Tandingkola	Puskesmas/Puskesmas Pembantu	121.822705097	-0.433645008999974
3732	PusKesMas Wakai	Puskesmas/Puskesmas Pembantu	121.857498012	-0.417214705999982
3733	PosKesDes Siatu	Puskesmas/Puskesmas Pembantu	121.690835176	-0.477653927000006
3734	PosKesDes Tumbulawa	Puskesmas/Puskesmas Pembantu	121.724186605	-0.477569791999997
3735	Poliklinik Hion	Puskesmas/Puskesmas Pembantu	122.22945801	-0.861713721000001
3736	PosKesDes Bohotokong	Puskesmas/Puskesmas Pembantu	122.158028787	-0.869197895000013
3737	PosKesDes Pongian	Puskesmas/Puskesmas Pembantu	122.197349877	-0.807121064
3738	PosKesDes Ulos	Puskesmas/Puskesmas Pembantu	122.20603943	-0.855322108999985
3739	PusKesMas Bunta	Puskesmas/Puskesmas Pembantu	122.166663434	-0.835176573000012
3740	Pustu Beringinjaya	Puskesmas/Puskesmas Pembantu	122.216739961	-0.869264890000011
3741	Polindes Sumberagung	Puskesmas/Puskesmas Pembantu	122.171143232	-0.974201655999991
3742	PosKesDes Petak	Puskesmas/Puskesmas Pembantu	122.152250072	-0.909497838999982
3743	PosKesDes Dondosoboli	Puskesmas/Puskesmas Pembantu	122.191431321	-0.876397118999989
3744	PosKesDes Kabua-bua	Puskesmas/Puskesmas Pembantu	122.131834487	-0.971875854000018
3745	PosKesDes Simpang Satu	Puskesmas/Puskesmas Pembantu	122.229538452	-0.907425545000024
3746	Postu Mantan B	Puskesmas/Puskesmas Pembantu	122.175039591	-0.953649324000025
3747	Posyandu Dusun Satu	Puskesmas/Puskesmas Pembantu	122.156444109	-0.88262225699998
3748	PusKesMas Dusun Satu	Puskesmas/Puskesmas Pembantu	122.212069643	-0.939256143000023
3749	PusKesMas Damaimakmur	Puskesmas/Puskesmas Pembantu	122.141433611	-0.967897966999999
3750	Pustu Binaho	Puskesmas/Puskesmas Pembantu	122.177783036	-0.904410687999984
3751	Pustu Dowiwi	Puskesmas/Puskesmas Pembantu	122.226025267	-0.903887623999992
3752	Pustu Jayamakmur	Puskesmas/Puskesmas Pembantu	122.206404084	-0.955493167999975
3753	Pustu Pibombo	Puskesmas/Puskesmas Pembantu	122.176083157	-0.949144493999995
3754	Pustu Laonggo	Puskesmas/Puskesmas Pembantu	122.18897531	-0.888355898999976
3755	PosKesDes Poposon	Puskesmas/Puskesmas Pembantu	122.024201262	-0.963496852999981
3756	PosKesDes Dusun Dua	Puskesmas/Puskesmas Pembantu	122.05924432	-0.949765807000006
3757	Pustu Balaang	Puskesmas/Puskesmas Pembantu	122.114133486	-0.958989438999993
3758	Pustu Bambu	Puskesmas/Puskesmas Pembantu	121.871606257	-0.520308793000027
3759	Pustu Kambutu	Puskesmas/Puskesmas Pembantu	121.799906478	-0.506926506000013
3760	PosKesDes Kulingkinari	Puskesmas/Puskesmas Pembantu	121.661717105	-0.55782158400001
3761	PusKesMas Molowagu	Puskesmas/Puskesmas Pembantu	121.677406023	-0.550715879999984
3762	Pustu Bomba	Puskesmas/Puskesmas Pembantu	121.670383885	-0.532706003999976
3763	PosKesDes Bangketa	Puskesmas/Puskesmas Pembantu	121.982293888	-0.972439904999987
3764	Pustu Bangketa	Puskesmas/Puskesmas Pembantu	121.989279084	-0.963676567999983
3765	Pustu Batuhitam	Puskesmas/Puskesmas Pembantu	121.950833934	-0.994809422000003
3766	PosKesDes Sabo	Puskesmas/Puskesmas Pembantu	121.812356079	-0.963365832000022
3767	PosKesDes Tanjumi	Puskesmas/Puskesmas Pembantu	121.75982108	-0.971523811999987
3768	Pustu Balingara Obo	Puskesmas/Puskesmas Pembantu	121.854368971	-0.981968747999986
3769	Pustu Longge	Puskesmas/Puskesmas Pembantu	121.850289269	-0.981813566000028
3770	Pustu Tampabatu	Puskesmas/Puskesmas Pembantu	121.792396427	-0.968098488999999
3771	PusKesMas Ampana Timur	Puskesmas/Puskesmas Pembantu	121.591175389	-0.866404950999993
3772	PosKesDes Tete B	Puskesmas/Puskesmas Pembantu	121.660007039	-0.876885881000021
3773	Pustu Kujulangko	Puskesmas/Puskesmas Pembantu	121.626788228	-0.902036054000007
3774	Pustu Uetoli	Puskesmas/Puskesmas Pembantu	121.736686095	-0.961683187999995
3775	PusKesMas Tete	Puskesmas/Puskesmas Pembantu	121.654901784	-0.881352160999995
3776	PosKesDes Mantangisi	Puskesmas/Puskesmas Pembantu	121.697752546	-0.933185950999984
3777	PosKesDes Bantuga	Puskesmas/Puskesmas Pembantu	121.708629387	-0.946088125000017
3778	PusKesMas Ampana Barat	Puskesmas/Puskesmas Pembantu	121.548276604	-0.878490015000011
3779	PusKesMas Sansarino	Puskesmas/Puskesmas Pembantu	121.576269608	-0.912399573000016
3780	Pustu Sabulira	Puskesmas/Puskesmas Pembantu	121.607570094	-0.898736466999992
3781	Pustu Podi	Puskesmas/Puskesmas Pembantu	121.539373706	-0.920868267999992
3782	Pustu Uemalingku	Puskesmas/Puskesmas Pembantu	121.583235873	-0.905184824999992
3783	PusKesMas Bulanjaya	Puskesmas/Puskesmas Pembantu	122.013926933	-1.29157168099999
3784	Pustu Empoa	Puskesmas/Puskesmas Pembantu	122.034981971	-1.29975745399997
3785	Pustu Balingara	Puskesmas/Puskesmas Pembantu	121.992040758	-1.17548651999999
3786	PosKesDes Bongkamakmur	Puskesmas/Puskesmas Pembantu	121.507492409	-1.06733480600002
3787	Pustu Takibangke	Puskesmas/Puskesmas Pembantu	121.54335271	-1.12323708600002
3788	Pustu Girimulyo	Puskesmas/Puskesmas Pembantu	121.987217966	-1.285744631
3789	Pustu Wanasari	Puskesmas/Puskesmas Pembantu	121.994338096	-1.32604679299999
3790	Pustu Lengkasa	Puskesmas/Puskesmas Pembantu	121.815843196	-1.29514087699999
3791	PosKesDes Menyoe	Puskesmas/Puskesmas Pembantu	121.780548286	-1.37381730599998
3792	PosKesDes Bonetovo	Puskesmas/Puskesmas Pembantu	121.448531219	-0.975608845000011
3793	PosKesDes Cempa	Puskesmas/Puskesmas Pembantu	121.426225163	-0.988612520999993
3794	PusKesMas Marowo	Puskesmas/Puskesmas Pembantu	121.460148019	-0.956730343999993
3795	PosKesDes Bongkakoy	Puskesmas/Puskesmas Pembantu	121.435697463	-1.057757584
3796	PosKesDes Bonebae dua	Puskesmas/Puskesmas Pembantu	121.438468584	-1.05018924299998
3797	PosKesDes Bonebae Satu	Puskesmas/Puskesmas Pembantu	121.478410753	-1.11434963200003
3798	PosKesDes Mire	Puskesmas/Puskesmas Pembantu	121.454606539	-1.11899480099999
3799	PosKesDes Uekambuno	Puskesmas/Puskesmas Pembantu	121.487317393	-1.07400847999997
3800	Pustu Nusaindah	Puskesmas/Puskesmas Pembantu	121.492077635	-1.040710359
3801	PusKesMas Tampanombo	Puskesmas/Puskesmas Pembantu	121.423645958	-1.00874288
3802	Puskesmas Pana	Puskesmas/Puskesmas Pembantu	119.561292725	-3.05633027800002
3803	Peskesmas Pembantu Salutambun	Puskesmas/Puskesmas Pembantu	119.539521171	-3.04634989800002
3804	Peskesmas Pembantu Ulusaluinduk	Puskesmas/Puskesmas Pembantu	119.534982458	-3.02773292199998
3805	Puskesmas Tabang	Puskesmas/Puskesmas Pembantu	119.571141489	-2.970075592
3806	Puskesmas Tabang	Puskesmas/Puskesmas Pembantu	119.571455645	-2.96986698500001
3807	Puskesmas Ratte	Puskesmas/Puskesmas Pembantu	119.567938652	-2.992244185
3808	Puskesmas Bittuang	Puskesmas/Puskesmas Pembantu	119.672663331	-2.97606910000002
3809	Puskesmas Baruppu	Puskesmas/Puskesmas Pembantu	119.779467434	-2.85220351700002
3810	Puskesmas Bontosunggu Kota	Puskesmas/Puskesmas Pembantu	119.74530688	-5.68063329
3811	Puskesmas Parandangan	Puskesmas/Puskesmas Pembantu	119.858938035	-2.86283262000001
3812	Puskesmas Limbong	Puskesmas/Puskesmas Pembantu	119.908388184	-2.56903797000001
3813	 	Puskesmas/Puskesmas Pembantu	119.8891369	-2.27156206000001
3814	 	Puskesmas/Puskesmas Pembantu	119.88222753	-2.22026733000001
3815	 	Puskesmas/Puskesmas Pembantu	119.9619266	-1.89628741000001
3816	Puskesmas Binamu Kota	Puskesmas/Puskesmas Pembantu	119.72336071	-5.69818809999998
3817	Puskesmas Binamu	Puskesmas/Puskesmas Pembantu	119.68802973	-5.69602287999999
3818	Puskesmas Turatea Timur	Puskesmas/Puskesmas Pembantu	119.70039831	-5.66741217999999
3819	Puskesmas Tanetea	Puskesmas/Puskesmas Pembantu	119.68082607	-5.63029082000003
3820	Puskesmas Bontoramba	Puskesmas/Puskesmas Pembantu	119.68546419	-5.59785068000002
3821	Puskesmas Bululoe	Puskesmas/Puskesmas Pembantu	119.7457455	-5.58075814
3822	Puskesmas Bangkala	Puskesmas/Puskesmas Pembantu	119.56588897	-5.58052713000001
3823	Puskesmas Mangarabombang	Puskesmas/Puskesmas Pembantu	119.44187762	-5.47901164000001
3824	Puskesmas Kapita	Puskesmas/Puskesmas Pembantu	119.63024732	-5.54648026000001
3825	Puskesmas Pattoppakang	Puskesmas/Puskesmas Pembantu	119.4550072	-5.53764774000001
3826	Puskesmas Buludoang	Puskesmas/Puskesmas Pembantu	119.50463897	-5.52162573999999
3827	Puskesmas Topejawa	Puskesmas/Puskesmas Pembantu	119.42506235	-5.49958015999999
3828	Puskesmas Bulujaya	Puskesmas/Puskesmas Pembantu	119.53494282	-5.49189345000002
3829	Puskesmas Bontokadatto	Puskesmas/Puskesmas Pembantu	119.48437161	-5.47119257999998
3830	Puskesmas Mappakasunggu	Puskesmas/Puskesmas Pembantu	119.41567621	-5.46787820999998
3831	Puskesmas Pabundukang	Puskesmas/Puskesmas Pembantu	119.44632422	-5.45881150000002
3832	Puskesmas Bulukunyi	Puskesmas/Puskesmas Pembantu	119.4885991	-5.44812516000002
3833	Puskesmas Pangkajene	Puskesmas/Puskesmas Pembantu	119.52381634	-5.43927898999999
3834	Puskesmas Batumalonro	Puskesmas/Puskesmas Pembantu	119.65771808	-5.43781844
3835	Puskesmas Cakura	Puskesmas/Puskesmas Pembantu	119.510354	-5.43367031999998
3836	Puskesmas Pattallassang	Puskesmas/Puskesmas Pembantu	119.43895242	-5.43017589999999
3837	Puskesmas Sanrobone	Puskesmas/Puskesmas Pembantu	119.39088187	-5.42867890000002
3838	Puskesmas Ko'mara	Puskesmas/Puskesmas Pembantu	119.54964886	-5.39044240999999
3839	Puskesmas Moncongkomba	Puskesmas/Puskesmas Pembantu	119.48493211	-5.40911913999997
3840	Puskesmas Bulukunyi	Puskesmas/Puskesmas Pembantu	119.50926519	-5.40040178999999
3841	Puskesmas Bontonompo I	Puskesmas/Puskesmas Pembantu	119.38877407	-5.39939386999998
3842	Puskesmas Bontomarannu	Puskesmas/Puskesmas Pembantu	119.36160095	-5.38135407999999
